import time: self [us] | cumulative | imported package
import time:     12978 |      12978 |                 scipy.special._special_ufuncs
import time:       379 |        379 |                 scipy.special._gufuncs
import time:      1500 |      15495 |               scipy.special._ufuncs
import time:       142 |        142 |                 scipy.special._input_validation
import time:       539 |        539 |                 scipy.special._specfun
import time:       227 |        227 |                 scipy.special._comb
import time:       859 |       1766 |               scipy.special._basic
import time:       147 |        147 |                 scipy.special._spfun_stats
import time:     47731 |      47878 |               scipy.special._support_alternative_backends
import time:      2026 |       2026 |               scipy.special._logsumexp
import time:       505 |        505 |               scipy.special._multiufuncs
import time:       494 |        494 |               scipy.special._orthogonal
import time:       165 |        165 |               scipy.special._ellip_harm
import time:       122 |        122 |               scipy.special._lambertw
import time:       183 |        183 |               scipy.special._spherical_bessel
import time:       124 |        124 |               scipy.special.add_newdocs
import time:       149 |        149 |               scipy.special.basic
import time:       132 |        132 |               scipy.special.orthogonal
import time:       113 |        113 |               scipy.special.specfun
import time:       111 |        111 |               scipy.special.sf_error
import time:       118 |        118 |               scipy.special.spfun_stats
import time:      1325 |      70957 |             scipy.special
import time:       269 |        269 |             scipy.spatial._hausdorff
import time:       387 |        387 |             scipy.spatial._distance_pybind
import time:       172 |        172 |             scipy.spatial._distance_wrap
import time:      2579 |      74361 |           scipy.spatial.distance
import time:       168 |      74529 |         scipy.spatial._geometric_slerp
import time:       116 |        116 |         scipy.spatial.ckdtree
import time:       106 |        106 |         scipy.spatial.kdtree
import time:       109 |        109 |         scipy.spatial.qhull
import time:       522 |        522 |             scipy.spatial.transform._rotation_cy
import time:       469 |        469 |             scipy.spatial.transform._rotation_xp
import time:      5053 |       5053 |                 scipy.constants._codata
import time:       968 |        968 |                 scipy.constants._constants
import time:       117 |        117 |                 scipy.constants.codata
import time:       150 |        150 |                 scipy.constants.constants
import time:       828 |       7113 |               scipy.constants
import time:       168 |       7280 |             scipy.spatial.transform._rotation_groups
import time:      9817 |      18088 |           scipy.spatial.transform._rotation
import time:       354 |        354 |             scipy.spatial.transform._rigid_transform_cy
import time:       226 |        226 |             scipy.spatial.transform._rigid_transform_xp
import time:      6317 |       6896 |           scipy.spatial.transform._rigid_transform
import time:       265 |        265 |           scipy.spatial.transform._rotation_spline
import time:       127 |        127 |           scipy.spatial.transform.rotation
import time:       228 |      25601 |         scipy.spatial.transform
import time:       597 |     259829 |       scipy.spatial
import time:       261 |     260089 |     MDAnalysis.lib.pkdtree
import time:       652 |     457360 |   MDAnalysis.lib
import time:       230 |        230 |   MDAnalysis.units
import time:       324 |        324 |       _uuid
import time:       758 |       1082 |     uuid
import time:        93 |         93 |           Bio
import time:        41 |        134 |         Bio.Seq
import time:      6538 |       6671 |       MDAnalysis.core.topologyattrs
import time:       342 |       7013 |     MDAnalysis.core.topology
import time:       241 |        241 |         MDAnalysis.guesser.base
import time:       318 |        318 |           MDAnalysis.guesser.tables
import time:       284 |        602 |         MDAnalysis.guesser.default_guesser
import time:       205 |       1047 |       MDAnalysis.guesser
import time:        26 |       1072 |     MDAnalysis.guesser.base
import time:       685 |       9850 |   MDAnalysis.core.universe
import time:       120 |        120 |           MDAnalysis.coordinates.core
import time:       341 |        461 |         MDAnalysis.coordinates.timestep
import time:       112 |        112 |               MDAnalysis.auxiliary.core
import time:       561 |        672 |             MDAnalysis.auxiliary.base
import time:       214 |        214 |             MDAnalysis.auxiliary.XVG
import time:        74 |         74 |               pyedr
import time:       294 |        367 |             MDAnalysis.auxiliary.EDR
import time:       191 |       1443 |           MDAnalysis.auxiliary
import time:        24 |       1466 |         MDAnalysis.auxiliary.base
import time:       964 |       2890 |       MDAnalysis.coordinates.base
import time:       424 |        424 |       MDAnalysis.coordinates.chain
import time:        74 |         74 |         chemfiles
import time:       381 |        454 |       MDAnalysis.coordinates.chemfiles
import time:       221 |        221 |       MDAnalysis.coordinates.CRD
import time:       324 |        324 |       MDAnalysis.coordinates.DCD
import time:       261 |        261 |       MDAnalysis.coordinates.DLPoly
import time:       614 |        614 |             _sqlite3
import time:       275 |        889 |           sqlite3.dbapi2
import time:       178 |       1066 |         sqlite3
import time:       191 |       1256 |       MDAnalysis.coordinates.DMS
import time:       333 |        333 |       MDAnalysis.coordinates.GMS
import time:       246 |        246 |       MDAnalysis.coordinates.GRO
import time:        74 |         74 |         imdclient
import time:       305 |        378 |       MDAnalysis.coordinates.IMD
import time:       158 |        158 |       MDAnalysis.coordinates.INPCRD
import time:       822 |        822 |               MDAnalysis.topology.guessers
import time:       184 |       1005 |             MDAnalysis.topology.core
import time:       174 |        174 |               MDAnalysis.topology.base
import time:       238 |        412 |             MDAnalysis.topology.PSFParser
import time:       383 |        383 |             MDAnalysis.topology.TOPParser
import time:       247 |        247 |             MDAnalysis.topology.PDBParser
import time:       132 |        132 |             MDAnalysis.topology.ExtendedPDBParser
import time:       168 |        168 |             MDAnalysis.topology.PQRParser
import time:       156 |        156 |             MDAnalysis.topology.GROParser
import time:       159 |        159 |             MDAnalysis.topology.CRDParser
import time:       166 |        166 |             MDAnalysis.topology.PDBQTParser
import time:       198 |        198 |             MDAnalysis.topology.DMSParser
import time:       249 |        249 |                 MDAnalysis.topology.tpr.setting
import time:       119 |        367 |               MDAnalysis.topology.tpr
import time:       329 |        329 |                   mda_xdrlib.xdrlib
import time:       114 |        114 |                   mda_xdrlib._version
import time:       245 |        686 |                 mda_xdrlib
import time:       826 |        826 |                 MDAnalysis.topology.tpr.obj
import time:       392 |       1904 |               MDAnalysis.topology.tpr.utils
import time:       221 |       2491 |             MDAnalysis.topology.TPRParser
import time:       196 |        196 |             MDAnalysis.topology.MOL2Parser
import time:       387 |        387 |             MDAnalysis.topology.LAMMPSParser
import time:       156 |        156 |             MDAnalysis.topology.XYZParser
import time:       250 |        250 |             MDAnalysis.topology.TXYZParser
import time:       196 |        196 |             MDAnalysis.topology.GMSParser
import time:       176 |        176 |             MDAnalysis.topology.DLPolyParser
import time:       124 |        124 |                   xml
import time:       187 |        311 |                 xml.etree
import time:      1576 |       1576 |                 xml.etree.ElementPath
import time:       370 |        370 |                   pyexpat
import time:       351 |        721 |                 _elementtree
import time:       878 |       3485 |               xml.etree.ElementTree
import time:       218 |       3702 |             MDAnalysis.topology.HoomdXMLParser
import time:        82 |         82 |                 duecredit
import time:       146 |        227 |               MDAnalysis.due
import time:       439 |        665 |             MDAnalysis.topology.MMTFParser
import time:        66 |         66 |                 gsd
import time:        23 |         89 |               gsd.hoomd
import time:       195 |        284 |             MDAnalysis.topology.GSDParser
import time:       138 |        138 |             MDAnalysis.topology.MinimalParser
import time:       331 |        331 |             MDAnalysis.topology.ITPParser
import time:       172 |        172 |             MDAnalysis.topology.FHIAIMSParser
import time:       718 |      12878 |           MDAnalysis.topology
import time:        20 |      12898 |         MDAnalysis.topology.LAMMPSParser
import time:       558 |      13456 |       MDAnalysis.coordinates.LAMMPS
import time:       391 |        391 |       MDAnalysis.coordinates.MOL2
import time:       601 |        601 |       MDAnalysis.coordinates.PDB
import time:       219 |        219 |       MDAnalysis.coordinates.PDBQT
import time:       207 |        207 |       MDAnalysis.coordinates.PQR
import time:       193 |        193 |       MDAnalysis.coordinates.TPR
import time:       277 |        277 |       MDAnalysis.coordinates.TRC
import time:       213 |        213 |                   scipy._lib.doccer
import time:       116 |        116 |                   scipy.io.matlab._byteordercodes
import time:       420 |        748 |                 scipy.io.matlab._miobase
import time:       242 |        242 |                   scipy.io.matlab._mio_utils
import time:       377 |        619 |                 scipy.io.matlab._mio4
import time:       244 |        244 |                     scipy.io.matlab._streams
import time:       372 |        372 |                     scipy.io.matlab._mio5_params
import time:       387 |       1002 |                   scipy.io.matlab._mio5_utils
import time:       448 |       1449 |                 scipy.io.matlab._mio5
import time:       376 |       3190 |               scipy.io.matlab._mio
import time:       110 |        110 |               scipy.io.matlab.mio
import time:        97 |         97 |               scipy.io.matlab.mio5
import time:        93 |         93 |               scipy.io.matlab.mio5_params
import time:        92 |         92 |               scipy.io.matlab.mio4
import time:        93 |         93 |               scipy.io.matlab.byteordercodes
import time:        89 |         89 |               scipy.io.matlab.miobase
import time:        94 |         94 |               scipy.io.matlab.mio_utils
import time:        93 |         93 |               scipy.io.matlab.streams
import time:        90 |         90 |               scipy.io.matlab.mio5_utils
import time:       320 |       4356 |             scipy.io.matlab
import time:       195 |        195 |               mmap
import time:       372 |        567 |             scipy.io._netcdf
import time:       196 |        196 |             scipy.io._fortran
import time:       315 |        315 |               scipy.io._mmio
import time:       194 |        194 |                 ctypes.util
import time:       688 |        881 |               threadpoolctl
import time:       360 |       1555 |             scipy.io._fast_matrix_market
import time:       307 |        307 |             scipy.io._idl
import time:       270 |        270 |                 scipy.io._harwell_boeing._fortran_format_parser
import time:       379 |        649 |               scipy.io._harwell_boeing.hb
import time:       157 |        806 |             scipy.io._harwell_boeing
import time:      1183 |       1183 |               scipy.io.arff._arffread
import time:       125 |        125 |               scipy.io.arff.arffread
import time:       232 |       1539 |             scipy.io.arff
import time:       110 |        110 |             scipy.io.harwell_boeing
import time:       108 |        108 |             scipy.io.idl
import time:       108 |        108 |             scipy.io.mmio
import time:       101 |        101 |             scipy.io.netcdf
import time:      2583 |       2583 |             scipy.io.wavfile
import time:       342 |      12670 |           scipy.io
import time:        24 |      12694 |         scipy.io.netcdf
import time:        80 |         80 |         netCDF4
import time:       589 |      13362 |       MDAnalysis.coordinates.TRJ
import time:       126 |        126 |               filelock._error
import time:       129 |        129 |               filelock._util
import time:       949 |       1203 |             filelock._api
import time:       228 |        228 |                   _queue
import time:       378 |        605 |                 queue
import time:       232 |        837 |               concurrent.futures.thread
import time:       268 |        268 |               filelock._read_write
import time:       244 |       1348 |             filelock._async_read_write
import time:       248 |        248 |             filelock._soft
import time:      2528 |       2528 |                 filelock._soft_rw._sync
import time:       251 |       2779 |               filelock._soft_rw._async
import time:       144 |       2922 |             filelock._soft_rw
import time:       193 |        193 |             filelock._unix
import time:       180 |        180 |             filelock._windows
import time:       908 |        908 |             filelock.asyncio
import time:       129 |        129 |             filelock.version
import time:       298 |       7425 |           filelock
import time:       279 |       7704 |         MDAnalysis.coordinates.XDR
import time:       256 |       7959 |       MDAnalysis.coordinates.TRR
import time:        75 |         75 |         h5py
import time:       594 |        669 |       MDAnalysis.coordinates.H5MD
import time:       337 |        337 |       MDAnalysis.coordinates.TRZ
import time:       208 |        208 |       MDAnalysis.coordinates.XTC
import time:       286 |        286 |       MDAnalysis.coordinates.XYZ
import time:       226 |        226 |       MDAnalysis.coordinates.TXYZ
import time:       226 |        226 |       MDAnalysis.coordinates.memory
import time:       218 |        218 |       MDAnalysis.coordinates.MMTF
import time:        77 |         77 |         gsd
import time:       339 |        415 |       MDAnalysis.coordinates.GSD
import time:       146 |        146 |       MDAnalysis.coordinates.null
import time:       201 |        201 |       MDAnalysis.coordinates.NAMDBIN
import time:       218 |        218 |       MDAnalysis.coordinates.FHIAIMS
import time:        69 |         69 |         pytng
import time:       353 |        421 |       MDAnalysis.coordinates.TNG
import time:      1011 |      48175 |     MDAnalysis.coordinates
import time:        26 |      48200 |   MDAnalysis.coordinates.core
import time:       281 |        281 |     MDAnalysis.converters.ParmEdParser
import time:       152 |        152 |       MDAnalysis.converters.base
import time:       266 |        417 |     MDAnalysis.converters.ParmEd
import time:      9025 |       9025 |         rdkit.rdBase
import time:      1189 |      10214 |       rdkit
import time:      5287 |       5287 |           rdkit.DataStructs.cDataStructs
import time:       285 |       5571 |         rdkit.DataStructs
import time:       113 |        113 |           rdkit.RDPaths
import time:        76 |         76 |           pyPgSQL
import time:       276 |        464 |         rdkit.RDConfig
import time:     21495 |      21495 |         rdkit.Chem.rdchem
import time:      2374 |       2374 |           rdkit.Geometry.rdGeometry
import time:       232 |       2606 |         rdkit.Geometry
import time:       130 |        130 |           rdkit.RDLogger
import time:      4361 |       4361 |           rdkit.Chem.rdinchi
import time:       299 |       4789 |         rdkit.Chem.inchi
import time:      1968 |       1968 |         rdkit.Chem.rdCIPLabeler
import time:      8568 |       8568 |         rdkit.Chem.rdmolfiles
import time:      7926 |       7926 |         rdkit.Chem.rdmolops
import time:      2723 |       2723 |         rdkit.Chem.rdMolInterchange
import time:      3439 |       3439 |         rdkit.Chem.rdCoordGen
import time:       648 |      60191 |       rdkit.Chem
import time:      4444 |       4444 |           rdkit.ForceField.rdForceField
import time:       143 |       4587 |         rdkit.ForceField
import time:      2236 |       2236 |           rdkit.Chem.rdChemicalFeatures
import time:      2972 |       2972 |           rdkit.Chem.rdMolChemicalFeatures
import time:       170 |       5377 |         rdkit.Chem.ChemicalFeatures
import time:      7164 |       7164 |           rdkit.Chem.rdDistGeom
import time:       349 |       7512 |         rdkit.Chem.EnumerateStereoisomers
import time:      8306 |       8306 |         rdkit.Chem.rdChemReactions
import time:      3871 |       3871 |         rdkit.Chem.rdDepictor
import time:      3679 |       3679 |         rdkit.Chem.rdFingerprintGenerator
import time:      3372 |       3372 |         rdkit.Chem.rdForceFieldHelpers
import time:      7746 |       7746 |         rdkit.Chem.rdMolAlign
import time:      6773 |       6773 |         rdkit.Chem.rdMolDescriptors
import time:      6756 |       6756 |         rdkit.Chem.rdMolEnumerator
import time:      2375 |       2375 |         rdkit.Chem.rdMolTransforms
import time:      1959 |       1959 |         rdkit.Chem.rdPartialCharges
import time:      2191 |       2191 |         rdkit.Chem.rdqueries
import time:      2758 |       2758 |         rdkit.Chem.rdReducedGraphs
import time:      2866 |       2866 |         rdkit.Chem.rdShapeHelpers
import time:      2932 |       2932 |         rdkit.Chem.rdSLNParse
import time:       825 |      73878 |       rdkit.Chem.AllChem
import time:      5923 |       5923 |       rdkit.Chem.rdDetermineBonds
import time:      8031 |     158236 |     MDAnalysis.converters.RDKitInferring
import time:       293 |        293 |     MDAnalysis.converters.RDKitParser
import time:       408 |        408 |     MDAnalysis.converters.RDKit
import time:       231 |        231 |     MDAnalysis.converters.OpenMMParser
import time:       214 |        214 |     MDAnalysis.converters.OpenMM
import time:       317 |     160394 |   MDAnalysis.converters
import time:       521 |     690475 | MDAnalysis
