import time: self [us] | cumulative | imported package
import time:       116 |        116 |           importlib.metadata._itertools
import time:       427 |        427 |                   tempfile
import time:       288 |        288 |                   importlib.resources.abc
import time:       310 |        310 |                   importlib.resources._adapters
import time:       270 |       1294 |                 importlib.resources._common
import time:       185 |        185 |                 importlib.resources._legacy
import time:       136 |       1614 |               importlib.resources
import time:        15 |       1628 |             importlib.resources.abc
import time:       361 |       1989 |           importlib.abc
import time:      1073 |       9897 |         importlib.metadata
import time:      1271 |       1271 |                   _ssl
import time:      2562 |       3833 |                 ssl
import time:       249 |        249 |                 asyncio.constants
import time:       132 |        132 |                 asyncio.coroutines
import time:       118 |        118 |                   asyncio.format_helpers
import time:       133 |        133 |                     asyncio.base_futures
import time:       183 |        183 |                     asyncio.exceptions
import time:       145 |        145 |                     asyncio.base_tasks
import time:       291 |        750 |                   _asyncio
import time:       499 |       1366 |                 asyncio.events
import time:       202 |        202 |                 asyncio.futures
import time:       175 |        175 |                 asyncio.protocols
import time:       310 |        310 |                   asyncio.transports
import time:       111 |        111 |                   asyncio.log
import time:       564 |        984 |                 asyncio.sslproto
import time:       113 |        113 |                     asyncio.mixins
import time:       347 |        347 |                     asyncio.tasks
import time:       424 |        882 |                   asyncio.locks
import time:       366 |       1247 |                 asyncio.staggered
import time:       149 |        149 |                 asyncio.trsock
import time:       834 |       9167 |               asyncio.base_events
import time:       287 |        287 |               asyncio.runners
import time:       239 |        239 |               asyncio.queues
import time:       301 |        301 |               asyncio.streams
import time:       214 |        214 |               asyncio.subprocess
import time:       155 |        155 |               asyncio.taskgroups
import time:       445 |        445 |               asyncio.timeouts
import time:       124 |        124 |               asyncio.threads
import time:       217 |        217 |                 asyncio.base_subprocess
import time:       502 |        502 |                 asyncio.selector_events
import time:       585 |       1303 |               asyncio.unix_events
import time:       302 |      12532 |             asyncio
import time:       248 |        248 |               prompt_toolkit.application.current
import time:       123 |        123 |                     prompt_toolkit.eventloop.utils
import time:       229 |        352 |                   prompt_toolkit.eventloop.async_generator
import time:       205 |        205 |                   prompt_toolkit.eventloop.inputhook
import time:       148 |        703 |                 prompt_toolkit.eventloop
import time:       142 |        845 |               prompt_toolkit.application.run_in_terminal
import time:       371 |        371 |                       prompt_toolkit.selection
import time:       226 |        596 |                     prompt_toolkit.clipboard.base
import time:       136 |        136 |                     prompt_toolkit.clipboard.in_memory
import time:       136 |        868 |                   prompt_toolkit.clipboard
import time:       382 |        382 |                       prompt_toolkit.cache
import time:       229 |        229 |                       prompt_toolkit.enums
import time:       278 |        278 |                       prompt_toolkit.filters.base
import time:       386 |       1275 |                     prompt_toolkit.filters.app
import time:       144 |        144 |                     prompt_toolkit.filters.cli
import time:       112 |        112 |                     prompt_toolkit.filters.utils
import time:       172 |       1702 |                   prompt_toolkit.filters
import time:       972 |       3540 |                 prompt_toolkit.document
import time:       255 |       3794 |               prompt_toolkit.auto_suggest
import time:      3540 |       3540 |                                     prompt_toolkit.keys
import time:       678 |       4218 |                                   prompt_toolkit.key_binding.key_bindings
import time:       149 |        149 |                                               wcwidth.table_grapheme_overrides._registry
import time:       136 |        285 |                                             wcwidth.table_grapheme_overrides
import time:        95 |         95 |                                               wcwidth.bisearch
import time:       110 |        110 |                                                 wcwidth.table_mc
import time:       169 |        169 |                                                 wcwidth.table_wide
import time:       124 |        124 |                                                 wcwidth.table_zero
import time:       899 |        899 |                                                 wcwidth.table_grapheme
import time:       135 |        135 |                                                 wcwidth.table_ambiguous
import time:       181 |        181 |                                                 wcwidth.table_overrides
import time:       109 |        109 |                                                 wcwidth.unicode_versions
import time:       111 |        111 |                                                 wcwidth.table_term_programs
import time:       801 |       2634 |                                               wcwidth._constants
import time:       144 |       2872 |                                             wcwidth._wcwidth
import time:       106 |        106 |                                               wcwidth.table_vs15
import time:       111 |        111 |                                               wcwidth.table_vs16
import time:       205 |        422 |                                             wcwidth._wcswidth
import time:       646 |        646 |                                             wcwidth.text_sizing
import time:       133 |        133 |                                             wcwidth.control_codes
import time:      1029 |       1029 |                                               wcwidth.sgr_state
import time:      1844 |       2872 |                                             wcwidth.escape_sequences
import time:       277 |       7505 |                                           wcwidth._width
import time:       600 |        600 |                                           wcwidth.grapheme
import time:       606 |        606 |                                           wcwidth.hyperlink
import time:       682 |       9392 |                                         wcwidth._clip
import time:       144 |        144 |                                         wcwidth.align
import time:       232 |        232 |                                         wcwidth.textwrap
import time:       149 |        149 |                                         wcwidth.wcwidth
import time:       328 |      10242 |                                       wcwidth
import time:       715 |      10956 |                                     prompt_toolkit.utils
import time:       322 |      11278 |                                   prompt_toolkit.key_binding.key_processor
import time:       164 |      15658 |                                 prompt_toolkit.key_binding
import time:       310 |      15967 |                               prompt_toolkit.key_binding.vi_state
import time:       358 |      16325 |                             prompt_toolkit.cursor_shapes
import time:       393 |        393 |                             prompt_toolkit.data_structures
import time:       503 |        503 |                               prompt_toolkit.styles.base
import time:       174 |        174 |                                 prompt_toolkit.styles.named_colors
import time:       459 |        459 |                                 prompt_toolkit.styles.style
import time:       253 |        885 |                               prompt_toolkit.styles.defaults
import time:       142 |        142 |                               prompt_toolkit.styles.pygments
import time:       139 |        139 |                                 colorsys
import time:       428 |        566 |                               prompt_toolkit.styles.style_transformation
import time:       199 |       2294 |                             prompt_toolkit.styles
import time:       286 |        286 |                             prompt_toolkit.output.color_depth
import time:       345 |      19641 |                           prompt_toolkit.output.base
import time:       117 |        117 |                               prompt_toolkit.output.flush_stdout
import time:       191 |        308 |                             prompt_toolkit.output.plain_text
import time:       148 |        456 |                           prompt_toolkit.output.defaults
import time:       124 |      20219 |                         prompt_toolkit.output
import time:       566 |      20785 |                       prompt_toolkit.output.vt100
import time:       409 |        409 |                         prompt_toolkit.mouse_events
import time:       385 |        793 |                       prompt_toolkit.formatted_text.base
import time:       475 |      22052 |                     prompt_toolkit.formatted_text.ansi
import time:       134 |        134 |                           xml
import time:       172 |        172 |                           xml.dom.domreg
import time:       368 |        672 |                         xml.dom
import time:       157 |        157 |                         xml.dom.minicompat
import time:       122 |        122 |                           xml.dom.NodeFilter
import time:       305 |        426 |                         xml.dom.xmlbuilder
import time:       989 |       2243 |                       xml.dom.minidom
import time:       244 |       2486 |                     prompt_toolkit.formatted_text.html
import time:       144 |        144 |                     prompt_toolkit.formatted_text.pygments
import time:       141 |        141 |                     prompt_toolkit.formatted_text.utils
import time:       166 |      24987 |                   prompt_toolkit.formatted_text
import time:       354 |      25341 |                 prompt_toolkit.completion.base
import time:       144 |        144 |                 prompt_toolkit.completion.deduplicate
import time:       177 |        177 |                 prompt_toolkit.completion.filesystem
import time:       142 |        142 |                   prompt_toolkit.completion.word_completer
import time:       390 |        531 |                 prompt_toolkit.completion.fuzzy_completer
import time:       230 |        230 |                 prompt_toolkit.completion.nested
import time:       207 |      26627 |               prompt_toolkit.completion
import time:       394 |        394 |               prompt_toolkit.history
import time:       286 |        286 |               prompt_toolkit.search
import time:       262 |        262 |               prompt_toolkit.validation
import time:       942 |      33396 |             prompt_toolkit.buffer
import time:       262 |        262 |                 prompt_toolkit.input.base
import time:       126 |        126 |                 prompt_toolkit.input.defaults
import time:       152 |        539 |               prompt_toolkit.input
import time:        18 |        557 |             prompt_toolkit.input.base
import time:       121 |        121 |             prompt_toolkit.input.typeahead
import time:       105 |        105 |               prompt_toolkit.key_binding.bindings
import time:       124 |        124 |               prompt_toolkit.key_binding.bindings.scroll
import time:       189 |        417 |             prompt_toolkit.key_binding.bindings.page_navigation
import time:       217 |        217 |                             prompt_toolkit.lexers.base
import time:       321 |        321 |                             prompt_toolkit.lexers.pygments
import time:       162 |        698 |                           prompt_toolkit.lexers
import time:       269 |        269 |                             prompt_toolkit.layout.utils
import time:       569 |        838 |                           prompt_toolkit.layout.processors
import time:      1251 |       2786 |                         prompt_toolkit.layout.controls
import time:       267 |        267 |                         prompt_toolkit.layout.dimension
import time:       236 |        236 |                         prompt_toolkit.layout.margins
import time:       140 |        140 |                         prompt_toolkit.layout.mouse_handlers
import time:       229 |        229 |                         prompt_toolkit.layout.screen
import time:      1273 |       4928 |                       prompt_toolkit.layout.containers
import time:       260 |        260 |                       prompt_toolkit.layout.layout
import time:       380 |        380 |                       prompt_toolkit.layout.menus
import time:       231 |        231 |                       prompt_toolkit.layout.scrollable_pane
import time:       198 |       5995 |                     prompt_toolkit.layout
import time:        18 |       6012 |                   prompt_toolkit.layout.controls
import time:       177 |        177 |                   prompt_toolkit.key_binding.bindings.completion
import time:       643 |       6831 |                 prompt_toolkit.key_binding.bindings.named_commands
import time:       189 |       7020 |               prompt_toolkit.key_binding.bindings.basic
import time:       125 |        125 |               prompt_toolkit.key_binding.bindings.cpr
import time:       253 |        253 |               prompt_toolkit.key_binding.bindings.emacs
import time:       208 |        208 |               prompt_toolkit.key_binding.bindings.mouse
import time:       278 |        278 |                   prompt_toolkit.input.ansi_escape_sequences
import time:       538 |        816 |                 prompt_toolkit.input.vt100_parser
import time:       473 |        473 |                 prompt_toolkit.key_binding.digraphs
import time:       790 |       2079 |               prompt_toolkit.key_binding.bindings.vi
import time:       176 |       9858 |             prompt_toolkit.key_binding.defaults
import time:       139 |        139 |             prompt_toolkit.key_binding.emacs_state
import time:       136 |        136 |             prompt_toolkit.layout.dummy
import time:       454 |        454 |             prompt_toolkit.renderer
import time:       710 |      58314 |           prompt_toolkit.application.application
import time:       220 |        220 |           prompt_toolkit.application.dummy
import time:       222 |      58756 |         prompt_toolkit.application
import time:       296 |        296 |                 prompt_toolkit.widgets.toolbars
import time:       593 |        889 |               prompt_toolkit.widgets.base
import time:       100 |        100 |                 prompt_toolkit.key_binding.bindings.focus
import time:       173 |        272 |               prompt_toolkit.widgets.dialogs
import time:       311 |        311 |               prompt_toolkit.widgets.menus
import time:       158 |       1629 |             prompt_toolkit.widgets
import time:       363 |       1992 |           prompt_toolkit.shortcuts.choice_input
import time:       214 |        214 |           prompt_toolkit.shortcuts.dialogs
import time:       114 |        114 |                   xml.parsers
import time:       441 |        441 |                     pyexpat
import time:       159 |        600 |                   xml.parsers.expat
import time:       582 |       1295 |                 xml.dom.expatbuilder
import time:       852 |       2147 |               prompt_toolkit.shortcuts.progress_bar.formatters
import time:       365 |       2511 |             prompt_toolkit.shortcuts.progress_bar.base
import time:       158 |       2669 |           prompt_toolkit.shortcuts.progress_bar
import time:       132 |        132 |             prompt_toolkit.key_binding.bindings.auto_suggest
import time:       124 |        124 |             prompt_toolkit.key_binding.bindings.open_in_editor
import time:       886 |       1142 |           prompt_toolkit.shortcuts.prompt
import time:       179 |        179 |           prompt_toolkit.shortcuts.utils
import time:       216 |       6408 |         prompt_toolkit.shortcuts
import time:       466 |        466 |           email.feedparser
import time:       277 |        742 |         email.parser
import time:      2460 |      78261 |       prompt_toolkit
import time:       126 |        126 |       cemd._config
import time:       306 |      79389 |     cemd.core._forcefield
import time:       128 |        128 |     cemd.core.visualization
import time:       500 |     456703 |   cemd.core.atomic_system
import time:       160 |     456863 | cemd
