import time: self [us] | cumulative | imported package
import time:       391 |        391 |                 scipy.special._ufuncs_cxx
import time:       289 |        289 |                 scipy.special._ellip_harm_2
import time:       890 |        890 |                 scipy.special._special_ufuncs
import time:       304 |        304 |                 scipy.special._gufuncs
import time:      1535 |       3407 |               scipy.special._ufuncs
import time:       128 |        128 |                 scipy.special._input_validation
import time:       522 |        522 |                 scipy.special._specfun
import time:       203 |        203 |                 scipy.special._comb
import time:       778 |       1629 |               scipy.special._basic
import time:       144 |        144 |                 scipy.special._spfun_stats
import time:     48053 |      48197 |               scipy.special._support_alternative_backends
import time:      2024 |       2024 |               scipy.special._logsumexp
import time:       447 |        447 |               scipy.special._multiufuncs
import time:       509 |        509 |               scipy.special._orthogonal
import time:       242 |        242 |               scipy.special._ellip_harm
import time:       130 |        130 |               scipy.special._lambertw
import time:       177 |        177 |               scipy.special._spherical_bessel
import time:       185 |        185 |               scipy.special.add_newdocs
import time:       151 |        151 |               scipy.special.basic
import time:       146 |        146 |               scipy.special.orthogonal
import time:       111 |        111 |               scipy.special.specfun
import time:        90 |         90 |               scipy.special.sf_error
import time:        90 |         90 |               scipy.special.spfun_stats
import time:      1314 |      71471 |             scipy.special
import time:       260 |        260 |             scipy.spatial._hausdorff
import time:       376 |        376 |             scipy.spatial._distance_pybind
import time:       150 |        150 |             scipy.spatial._distance_wrap
import time:      2515 |      74770 |           scipy.spatial.distance
import time:       169 |      74939 |         scipy.spatial._geometric_slerp
import time:       116 |        116 |         scipy.spatial.ckdtree
import time:        95 |         95 |         scipy.spatial.kdtree
import time:        94 |         94 |         scipy.spatial.qhull
import time:       514 |        514 |             scipy.spatial.transform._rotation_cy
import time:       354 |        354 |             scipy.spatial.transform._rotation_xp
import time:      5040 |       5040 |                 scipy.constants._codata
import time:       891 |        891 |                 scipy.constants._constants
import time:       112 |        112 |                 scipy.constants.codata
import time:       132 |        132 |                 scipy.constants.constants
import time:       827 |       6999 |               scipy.constants
import time:       149 |       7148 |             scipy.spatial.transform._rotation_groups
import time:      9687 |      17702 |           scipy.spatial.transform._rotation
import time:       345 |        345 |             scipy.spatial.transform._rigid_transform_cy
import time:       213 |        213 |             scipy.spatial.transform._rigid_transform_xp
import time:      6164 |       6721 |           scipy.spatial.transform._rigid_transform
import time:       265 |        265 |           scipy.spatial.transform._rotation_spline
import time:       113 |        113 |           scipy.spatial.transform.rotation
import time:       195 |      24994 |         scipy.spatial.transform
import time:       334 |     264408 |       scipy.spatial
import time:       273 |     264680 |     MDAnalysis.lib.pkdtree
import time:       461 |     505814 |   MDAnalysis.lib
import time:       241 |        241 |   MDAnalysis.units
import time:       320 |        320 |       _uuid
import time:       448 |        768 |     uuid
import time:       131 |        131 |           Bio
import time:        51 |        182 |         Bio.Seq
import time:      7096 |       7277 |       MDAnalysis.core.topologyattrs
import time:       345 |       7622 |     MDAnalysis.core.topology
import time:       253 |        253 |         MDAnalysis.guesser.base
import time:       308 |        308 |           MDAnalysis.guesser.tables
import time:       241 |        549 |         MDAnalysis.guesser.default_guesser
import time:       194 |        995 |       MDAnalysis.guesser
import time:        17 |       1011 |     MDAnalysis.guesser.base
import time:       599 |       9998 |   MDAnalysis.core.universe
import time:       119 |        119 |           MDAnalysis.coordinates.core
import time:       345 |        464 |         MDAnalysis.coordinates.timestep
import time:       107 |        107 |               MDAnalysis.auxiliary.core
import time:       471 |        578 |             MDAnalysis.auxiliary.base
import time:       240 |        240 |             MDAnalysis.auxiliary.XVG
import time:        76 |         76 |               pyedr
import time:       289 |        364 |             MDAnalysis.auxiliary.EDR
import time:       180 |       1360 |           MDAnalysis.auxiliary
import time:        22 |       1381 |         MDAnalysis.auxiliary.base
import time:      1068 |       2913 |       MDAnalysis.coordinates.base
import time:       338 |        338 |       MDAnalysis.coordinates.chain
import time:        74 |         74 |         chemfiles
import time:       344 |        417 |       MDAnalysis.coordinates.chemfiles
import time:       208 |        208 |       MDAnalysis.coordinates.CRD
import time:       315 |        315 |       MDAnalysis.coordinates.DCD
import time:       330 |        330 |       MDAnalysis.coordinates.DLPoly
import time:       611 |        611 |             _sqlite3
import time:       264 |        874 |           sqlite3.dbapi2
import time:       159 |       1033 |         sqlite3
import time:       173 |       1206 |       MDAnalysis.coordinates.DMS
import time:       238 |        238 |       MDAnalysis.coordinates.GMS
import time:       236 |        236 |       MDAnalysis.coordinates.GRO
import time:        71 |         71 |         imdclient
import time:       311 |        381 |       MDAnalysis.coordinates.IMD
import time:       152 |        152 |       MDAnalysis.coordinates.INPCRD
import time:      1189 |       1189 |               MDAnalysis.topology.guessers
import time:       296 |       1484 |             MDAnalysis.topology.core
import time:       214 |        214 |               MDAnalysis.topology.base
import time:       281 |        495 |             MDAnalysis.topology.PSFParser
import time:       313 |        313 |             MDAnalysis.topology.TOPParser
import time:       237 |        237 |             MDAnalysis.topology.PDBParser
import time:       134 |        134 |             MDAnalysis.topology.ExtendedPDBParser
import time:       156 |        156 |             MDAnalysis.topology.PQRParser
import time:       144 |        144 |             MDAnalysis.topology.GROParser
import time:       145 |        145 |             MDAnalysis.topology.CRDParser
import time:       141 |        141 |             MDAnalysis.topology.PDBQTParser
import time:       213 |        213 |             MDAnalysis.topology.DMSParser
import time:       333 |        333 |                 MDAnalysis.topology.tpr.setting
import time:       140 |        472 |               MDAnalysis.topology.tpr
import time:       281 |        281 |                   mda_xdrlib.xdrlib
import time:        98 |         98 |                   mda_xdrlib._version
import time:       228 |        605 |                 mda_xdrlib
import time:       903 |        903 |                 MDAnalysis.topology.tpr.obj
import time:       369 |       1876 |               MDAnalysis.topology.tpr.utils
import time:       193 |       2541 |             MDAnalysis.topology.TPRParser
import time:       178 |        178 |             MDAnalysis.topology.MOL2Parser
import time:       337 |        337 |             MDAnalysis.topology.LAMMPSParser
import time:       142 |        142 |             MDAnalysis.topology.XYZParser
import time:       142 |        142 |             MDAnalysis.topology.TXYZParser
import time:       164 |        164 |             MDAnalysis.topology.GMSParser
import time:       161 |        161 |             MDAnalysis.topology.DLPolyParser
import time:       130 |        130 |                   xml
import time:       144 |        273 |                 xml.etree
import time:       443 |        443 |                 xml.etree.ElementPath
import time:       341 |        341 |                   pyexpat
import time:       271 |        611 |                 _elementtree
import time:      1451 |       2777 |               xml.etree.ElementTree
import time:       167 |       2944 |             MDAnalysis.topology.HoomdXMLParser
import time:        71 |         71 |                 duecredit
import time:       154 |        224 |               MDAnalysis.due
import time:       355 |        578 |             MDAnalysis.topology.MMTFParser
import time:        68 |         68 |                 gsd
import time:        22 |         89 |               gsd.hoomd
import time:       243 |        331 |             MDAnalysis.topology.GSDParser
import time:       134 |        134 |             MDAnalysis.topology.MinimalParser
import time:       352 |        352 |             MDAnalysis.topology.ITPParser
import time:       149 |        149 |             MDAnalysis.topology.FHIAIMSParser
import time:       597 |      12200 |           MDAnalysis.topology
import time:        20 |      12219 |         MDAnalysis.topology.LAMMPSParser
import time:       530 |      12749 |       MDAnalysis.coordinates.LAMMPS
import time:       264 |        264 |       MDAnalysis.coordinates.MOL2
import time:       593 |        593 |       MDAnalysis.coordinates.PDB
import time:       202 |        202 |       MDAnalysis.coordinates.PDBQT
import time:       200 |        200 |       MDAnalysis.coordinates.PQR
import time:       173 |        173 |       MDAnalysis.coordinates.TPR
import time:       363 |        363 |       MDAnalysis.coordinates.TRC
import time:       208 |        208 |                   scipy._lib.doccer
import time:       110 |        110 |                   scipy.io.matlab._byteordercodes
import time:       320 |        637 |                 scipy.io.matlab._miobase
import time:       242 |        242 |                   scipy.io.matlab._mio_utils
import time:       331 |        573 |                 scipy.io.matlab._mio4
import time:       230 |        230 |                     scipy.io.matlab._streams
import time:       301 |        301 |                     scipy.io.matlab._mio5_params
import time:       381 |        910 |                   scipy.io.matlab._mio5_utils
import time:       492 |       1402 |                 scipy.io.matlab._mio5
import time:       366 |       2976 |               scipy.io.matlab._mio
import time:       110 |        110 |               scipy.io.matlab.mio
import time:        97 |         97 |               scipy.io.matlab.mio5
import time:       100 |        100 |               scipy.io.matlab.mio5_params
import time:       100 |        100 |               scipy.io.matlab.mio4
import time:        90 |         90 |               scipy.io.matlab.byteordercodes
import time:        91 |         91 |               scipy.io.matlab.miobase
import time:       100 |        100 |               scipy.io.matlab.mio_utils
import time:        99 |         99 |               scipy.io.matlab.streams
import time:        93 |         93 |               scipy.io.matlab.mio5_utils
import time:       314 |       4165 |             scipy.io.matlab
import time:       262 |        262 |               mmap
import time:       359 |        620 |             scipy.io._netcdf
import time:       198 |        198 |             scipy.io._fortran
import time:       246 |        246 |               scipy.io._mmio
import time:       297 |        297 |                 ctypes.util
import time:       733 |       1029 |               threadpoolctl
import time:       281 |       1556 |             scipy.io._fast_matrix_market
import time:       283 |        283 |             scipy.io._idl
import time:       229 |        229 |                 scipy.io._harwell_boeing._fortran_format_parser
import time:       408 |        637 |               scipy.io._harwell_boeing.hb
import time:       145 |        781 |             scipy.io._harwell_boeing
import time:      1054 |       1054 |               scipy.io.arff._arffread
import time:       122 |        122 |               scipy.io.arff.arffread
import time:       159 |       1333 |             scipy.io.arff
import time:       100 |        100 |             scipy.io.harwell_boeing
import time:        98 |         98 |             scipy.io.idl
import time:        95 |         95 |             scipy.io.mmio
import time:        96 |         96 |             scipy.io.netcdf
import time:      2528 |       2528 |             scipy.io.wavfile
import time:       320 |      12167 |           scipy.io
import time:        22 |      12188 |         scipy.io.netcdf
import time:        87 |         87 |         netCDF4
import time:       559 |      12833 |       MDAnalysis.coordinates.TRJ
import time:       146 |        146 |               filelock._error
import time:       236 |        236 |               filelock._util
import time:      1036 |       1417 |             filelock._api
import time:       234 |        234 |                   _queue
import time:       266 |        499 |                 queue
import time:       229 |        728 |               concurrent.futures.thread
import time:       639 |        639 |               filelock._read_write
import time:       435 |       1800 |             filelock._async_read_write
import time:       741 |        741 |             filelock._soft
import time:      4044 |       4044 |                 filelock._soft_rw._sync
import time:       648 |       4692 |               filelock._soft_rw._async
import time:       355 |       5046 |             filelock._soft_rw
import time:       231 |        231 |             filelock._unix
import time:       172 |        172 |             filelock._windows
import time:      1021 |       1021 |             filelock.asyncio
import time:       121 |        121 |             filelock.version
import time:       293 |      10837 |           filelock
import time:       276 |      11113 |         MDAnalysis.coordinates.XDR
import time:       238 |      11351 |       MDAnalysis.coordinates.TRR
import time:        76 |         76 |         h5py
import time:       508 |        584 |       MDAnalysis.coordinates.H5MD
import time:       333 |        333 |       MDAnalysis.coordinates.TRZ
import time:       206 |        206 |       MDAnalysis.coordinates.XTC
import time:       372 |        372 |       MDAnalysis.coordinates.XYZ
import time:       230 |        230 |       MDAnalysis.coordinates.TXYZ
import time:       227 |        227 |       MDAnalysis.coordinates.memory
import time:       208 |        208 |       MDAnalysis.coordinates.MMTF
import time:        72 |         72 |         gsd
import time:       260 |        332 |       MDAnalysis.coordinates.GSD
import time:       136 |        136 |       MDAnalysis.coordinates.null
import time:       181 |        181 |       MDAnalysis.coordinates.NAMDBIN
import time:       223 |        223 |       MDAnalysis.coordinates.FHIAIMS
import time:        69 |         69 |         pytng
import time:       330 |        399 |       MDAnalysis.coordinates.TNG
import time:       873 |      49746 |     MDAnalysis.coordinates
import time:        24 |      49770 |   MDAnalysis.coordinates.core
import time:       259 |        259 |     MDAnalysis.converters.ParmEdParser
import time:       976 |        976 |       MDAnalysis.converters.base
import time:       276 |       1252 |     MDAnalysis.converters.ParmEd
import time:      9000 |       9000 |         rdkit.rdBase
import time:      1850 |      10850 |       rdkit
import time:      5300 |       5300 |           rdkit.DataStructs.cDataStructs
import time:       430 |       5729 |         rdkit.DataStructs
import time:       211 |        211 |           rdkit.RDPaths
import time:       122 |        122 |           pyPgSQL
import time:       469 |        801 |         rdkit.RDConfig
import time:     21967 |      21967 |         rdkit.Chem.rdchem
import time:      2549 |       2549 |           rdkit.Geometry.rdGeometry
import time:       357 |       2906 |         rdkit.Geometry
import time:       195 |        195 |           rdkit.RDLogger
import time:      4451 |       4451 |           rdkit.Chem.rdinchi
import time:       561 |       5206 |         rdkit.Chem.inchi
import time:      2009 |       2009 |         rdkit.Chem.rdCIPLabeler
import time:      8943 |       8943 |         rdkit.Chem.rdmolfiles
import time:      8264 |       8264 |         rdkit.Chem.rdmolops
import time:      2794 |       2794 |         rdkit.Chem.rdMolInterchange
import time:      3536 |       3536 |         rdkit.Chem.rdCoordGen
import time:       860 |      63010 |       rdkit.Chem
import time:      4574 |       4574 |           rdkit.ForceField.rdForceField
import time:       364 |       4938 |         rdkit.ForceField
import time:      2260 |       2260 |           rdkit.Chem.rdChemicalFeatures
import time:      3177 |       3177 |           rdkit.Chem.rdMolChemicalFeatures
import time:       168 |       5603 |         rdkit.Chem.ChemicalFeatures
import time:      7176 |       7176 |           rdkit.Chem.rdDistGeom
import time:       642 |       7818 |         rdkit.Chem.EnumerateStereoisomers
import time:      8610 |       8610 |         rdkit.Chem.rdChemReactions
import time:      3912 |       3912 |         rdkit.Chem.rdDepictor
import time:      3814 |       3814 |         rdkit.Chem.rdFingerprintGenerator
import time:      3424 |       3424 |         rdkit.Chem.rdForceFieldHelpers
import time:      7896 |       7896 |         rdkit.Chem.rdMolAlign
import time:      6883 |       6883 |         rdkit.Chem.rdMolDescriptors
import time:      7048 |       7048 |         rdkit.Chem.rdMolEnumerator
import time:      2492 |       2492 |         rdkit.Chem.rdMolTransforms
import time:      2593 |       2593 |         rdkit.Chem.rdPartialCharges
import time:      2843 |       2843 |         rdkit.Chem.rdqueries
import time:      3015 |       3015 |         rdkit.Chem.rdReducedGraphs
import time:      3230 |       3230 |         rdkit.Chem.rdShapeHelpers
import time:      2474 |       2474 |         rdkit.Chem.rdSLNParse
import time:      1851 |      78437 |       rdkit.Chem.AllChem
import time:      5927 |       5927 |       rdkit.Chem.rdDetermineBonds
import time:      7296 |     165517 |     MDAnalysis.converters.RDKitInferring
import time:       288 |        288 |     MDAnalysis.converters.RDKitParser
import time:       400 |        400 |     MDAnalysis.converters.RDKit
import time:       223 |        223 |     MDAnalysis.converters.OpenMMParser
import time:       207 |        207 |     MDAnalysis.converters.OpenMM
import time:       297 |     168439 |   MDAnalysis.converters
import time:       513 |     746615 | MDAnalysis
